Word,Valence_N,Valence_M,Valence_SD,Arousal_N,Arousal_M,Arousal_SD,Concreteness_N,Concreteness_M,Concreteness_SD,Length,Cluster,,,,,,
Gleichung,33,5.00,1.75,35,1.80,2.14,24,5.42,3.53,9,1,,,,,,
Gletscher,27,5.22,2.14,26,4.35,2.81,26,8.54,2.28,9,3,,,,,,
Glied,24,5.00,1.93,18,4.56,2.77,15,7.20,2.40,5,3,,,,,,
Glocke,26,5.65,2.31,30,3.57,2.42,20,8.85,1.76,6,3,,,,,,
Glück,26,8.50,2.89,15,6.40,2.64,27,4.89,3.07,5,4,,,,,,
Glut,28,5.79,2.38,22,5.64,3.06,19,8.21,2.32,4,4,,,,,,
Gnade,24,6.00,2.40,32,4.00,2.50,24,5.17,2.66,5,1,,,,,,
Gold,34,6.59,2.23,22,4.82,2.92,17,9.24,1.20,4,3,,,,,,
Gondel,20,5.60,2.44,24,2.50,2.47,18,8.39,1.79,6,3,,,,,,
Gönner,18,5.56,2.36,27,2.85,2.21,24,4.71,3.14,6,1,,,,,,
Gott,19,6.16,2.59,16,5.50,2.28,24,4.25,3.35,4,4,,,,,,
Göttin,28,6.86,3.00,22,3.77,2.83,21,6.48,3.03,6,4,,,,,,
Grab,26,2.77,2.25,16,4.75,3.32,28,9.29,1.15,4,2,,,,,,
Grad,19,5.21,1.81,31,1.97,2.14,13,4.15,2.58,4,1,,,,,,
Gramm,20,5.05,2.01,26,2.35,2.61,25,5.00,3.46,5,1,,,,,,
Grammatik,26,4.85,2.31,21,2.43,3.25,24,4.92,3.53,9,1,,,,,,
Graphik,24,5.67,2.14,21,2.52,2.77,21,7.14,2.26,7,3,,,,,,
Gras,22,7.09,2.49,15,1.47,1.88,22,9.18,1.14,4,3,,,,,,
Gratulation,27,8.30,1.84,32,4.34,2.79,21,5.57,2.66,11,4,,,,,,
Gremium,25,4.00,1.73,29,1.97,1.94,22,5.91,2.52,7,1,,,,,,
Grieß,25,6.64,1.87,23,1.26,1.42,22,8.23,2.83,5,3,,,,,,
Größe,31,6.03,1.80,20,3.25,2.97,18,6.61,2.89,5,3,,,,,,
Großmutter,20,7.50,2.37,28,4.46,3.33,31,8.52,2.78,10,4,,,,,,
Großstadt,26,6.04,2.52,26,5.69,2.62,24,7.75,2.86,9,4,,,,,,
Grund,25,6.44,2.22,25,3.28,2.97,21,5.19,3.01,5,1,,,,,,
Grundlage,30,6.53,2.06,19,1.68,1.67,21,3.52,3.22,9,1,,,,,,
Grundrecht,24,6.04,2.80,29,4.21,2.78,27,5.30,3.56,10,4,,,,,,
Grundsatz,22,5.91,1.60,27,3.93,2.80,19,4.21,2.78,9,1,,,,,,
Gründung,23,6.17,1.80,19,3.68,2.40,21,5.05,3.20,8,1,,,,,,
Gruppe,24,5.83,2.14,25,3.64,2.50,21,6.24,2.96,6,1,,,,,,
Gruß,33,7.64,1.92,20,3.70,2.27,19,6.21,2.86,4,4,,,,,,
Gültigkeit,35,4.97,1.92,27,2.70,2.49,23,4.91,3.27,10,1,,,,,,
Gunst,32,6.19,2.53,22,3.09,2.43,26,4.77,2.76,5,1,,,,,,
Gurt,26,5.27,2.03,17,3.06,2.33,27,8.26,2.44,4,3,,,,,,
Gürtel,29,5.10,1.90,20,2.55,2.44,19,8.84,2.41,6,3,,,,,,
Guss,16,5.44,1.71,12,2.08,2.31,18,4.72,2.35,4,1,,,,,,
Gymnastik,30,4.87,2.60,11,2.45,2.34,27,7.56,2.04,9,3,,,,,,
Haar,38,5.87,1.85,27,3.48,2.24,28,9.43,0.84,4,3,,,,,,
Hafen,22,6.64,2.30,31,3.16,2.34,25,8.92,1.96,5,3,,,,,,
Hafer,21,6.10,2.30,24,1.46,2.41,16,9.00,1.75,5,3,,,,,,
Hahn,22,5.45,1.74,28,1.93,1.76,17,8.88,1.58,4,3,,,,,,
Hai,29,4.14,2.63,28,6.54,2.74,24,9.38,1.88,3,2,,,,,,
Haken,18,3.28,1.27,29,2.45,2.72,28,8.29,2.11,5,3,,,,,,
Hälfte,18,5.28,1.60,25,2.20,1.87,24,7.46,2.38,6,3,,,,,,
Halle,24,5.58,2.24,17,1.47,1.97,23,8.39,2.29,5,3,,,,,,
Halt,21,7.38,1.88,19,2.32,2.56,19,4.00,2.89,4,1,,,,,,
Haltung,22,6.27,1.45,22,2.14,1.91,16,5.44,2.58,7,1,,,,,,
Hammel,29,4.38,2.16,31,2.48,2.26,27,8.07,2.74,6,3,,,,,,
Hammer,21,4.95,1.80,21,3.29,2.17,19,8.89,2.85,6,3,,,,,,
Hamster,31,5.23,2.33,27,2.07,2.40,26,9.46,1.84,7,3,,,,,,
Hand,19,5.21,1.90,18,4.72,3.54,18,9.50,1.89,4,3,,,,,,
Handel,38,5.53,1.77,25,3.24,2.57,24,5.46,2.64,6,1,,,,,,
Handhabung,29,5.00,1.77,32,2.91,2.43,23,3.70,3.50,10,1,,,,,,
Händler,31,4.77,1.93,19,2.95,2.78,19,7.89,1.56,7,3,,,,,,
Handlung,33,6.33,1.80,18,5.00,2.17,19,2.95,1.90,8,4,,,,,,
Handschrift,27,5.70,2.18,16,1.13,2.03,23,8.26,2.24,11,3,,,,,,
Handschuh,25,6.04,2.15,31,1.58,2.22,17,9.65,0.70,9,3,,,,,,
Handwerk,31,6.39,1.96,19,2.53,2.50,24,5.83,2.62,8,1,,,,,,
Hänger,23,3.74,1.54,28,2.68,2.93,15,6.80,2.78,6,1,,,,,,
Hantel,20,4.75,2.55,21,2.57,2.25,26,9.08,1.98,6,3,,,,,,
Harfe,21,6.81,2.18,23,2.48,2.35,23,9.22,2.15,5,3,,,,,,
Härte,20,4.50,1.64,25,4.88,2.68,22,4.45,3.29,5,1,,,,,,
Hase,25,6.64,2.80,32,2.16,2.71,20,9.20,1.82,4,3,,,,,,
Hass,28,0.96,1.26,27,7.15,2.71,29,5.48,3.09,4,2,,,,,,
Haube,20,4.60,1.31,21,1.76,2.51,22,6.73,3.09,5,3,,,,,,
Haus,28,7.32,2.33,23,2.70,2.49,20,9.75,0.55,4,3,,,,,,
Haushalt,21,5.33,1.56,25,3.04,2.17,22,5.59,2.46,8,1,,,,,,
Haut,22,5.77,2.22,22,3.91,3.24,22,8.41,1.79,4,3,,,,,,
Hebel,36,4.67,1.43,16,1.88,2.00,27,7.33,2.50,5,3,,,,,,
Hecke,28,5.21,1.57,22,1.73,1.61,26,8.62,2.58,5,3,,,,,,
Heer,27,3.11,2.24,19,4.32,2.79,18,8.22,1.48,4,2,,,,,,
Heft,29,5.34,1.65,32,0.94,1.37,25,8.32,2.97,4,3,,,,,,
Heim,13,7.92,2.33,19,3.74,3.45,21,6.57,3.31,4,4,,,,,,
Heimat,28,7.71,2.34,16,4.06,2.77,21,6.14,2.54,6,4,,,,,,
Heimweg,35,6.86,2.25,25,3.84,2.73,31,6.55,2.58,7,4,,,,,,
Heizung,31,6.77,1.84,20,3.20,3.00,17,9.47,0.94,7,3,,,,,,
Held,25,7.36,2.10,24,6.29,2.39,21,6.19,3.04,4,4,,,,,,
Helfer,24,7.21,2.38,20,3.20,2.71,24,7.21,2.38,6,3,,,,,,
Helm,26,4.23,1.77,24,2.96,2.56,18,9.17,1.38,4,3,,,,,,
Hemd,32,5.59,1.62,21,1.43,2.06,23,7.87,3.42,4,3,,,,,,
Herd,33,5.24,2.31,23,1.91,1.59,15,9.13,1.30,4,3,,,,,,
Hergang,20,4.75,1.37,29,2.97,2.58,21,3.71,3.24,7,1,,,,,,
Herr,29,4.69,1.79,24,2.75,2.01,26,6.96,2.79,4,3,,,,,,
Herrschaft,20,2.65,1.79,25,6.52,2.58,19,5.26,2.81,10,2,,,,,,
Herrscher,23,3.52,2.41,26,6.31,2.84,19,7.21,2.02,9,2,,,,,,
Hersteller,32,5.19,1.20,29,1.24,1.43,22,5.91,2.86,10,1,,,,,,
Herstellung,27,5.70,1.66,21,2.76,2.74,21,6.10,2.83,11,1,,,,,,
Herz,33,7.42,1.97,20,6.10,2.25,23,8.96,1.22,4,4,,,,,,
Herzlichkeit,24,9.04,1.12,20,5.95,2.16,30,5.67,2.95,12,4,,,,,,
Heu,30,6.13,2.42,25,1.60,1.66,23,8.65,2.27,3,3,,,,,,
Hierarchie,20,3.10,1.86,21,5.90,3.10,17,5.53,2.65,10,2,,,,,,
Hilfe,38,6.79,2.04,15,5.07,2.63,27,6.19,3.21,5,4,,,,,,
Himmel,23,8.30,1.58,25,4.32,2.93,26,8.12,2.12,6,4,,,,,,
Himmelreich,23,6.09,3.03,24,5.38,3.28,17,4.71,3.16,11,4,,,,,,
Hinblick,31,5.87,2.00,26,2.31,1.67,21,2.62,2.77,8,1,,,,,,
Hindernis,27,3.48,1.97,20,4.45,1.99,20,6.95,1.85,9,2,,,,,,
Hinderung,26,3.12,2.03,21,3.86,2.65,28,4.46,3.26,9,1,,,,,,
Hinsicht,19,4.47,2.39,28,2.43,2.06,17,1.35,1.66,8,1,,,,,,
Hintergrund,21,6.19,1.63,26,2.46,2.66,20,4.95,2.72,11,1,,,,,,
Hirn,24,6.92,2.00,24,4.25,3.48,27,8.93,2.22,4,3,,,,,,
Hirte,21,6.00,1.84,28,1.82,2.58,20,8.40,1.76,5,3,,,,,,
Hobby,29,8.00,1.85,23,4.43,2.52,16,5.69,2.91,5,4,,,,,,
Hochachtung,28,7.04,2.53,23,5.09,2.98,19,4.58,3.72,11,4,,,,,,
Hochhaus,25,4.16,2.25,24,2.92,2.90,21,8.00,3.30,8,3,,,,,,
Hochzeit,30,7.47,2.93,20,6.90,2.73,44,8.55,2.14,8,4,,,,,,
Hof,20,6.00,1.52,24,2.04,2.69,22,8.18,2.08,3,3,,,,,,
Hoffnung,16,7.50,2.63,26,6.19,2.79,27,4.56,3.03,8,4,,,,,,
Höflichkeit,27,7.81,1.36,17,3.88,2.45,20,5.95,3.36,11,4,,,,,,
Höhe,33,5.52,2.15,21,4.81,3.20,31,5.74,2.52,4,4,,,,,,
Höhle,14,5.93,2.46,17,4.00,2.89,25,8.64,2.25,5,3,,,,,,
Hölle,22,2.23,2.67,17,7.00,3.08,31,5.52,3.36,5,2,,,,,,
Holz,26,6.00,2.47,21,2.24,1.95,19,8.16,2.59,4,3,,,,,,
Honig,21,7.62,1.60,32,3.19,2.62,28,9.71,0.53,5,3,,,,,,
Honorar,26,6.12,2.12,28,4.68,2.91,25,7.00,2.29,7,4,,,,,,
Hörer,14,6.29,1.33,21,1.71,2.15,12,6.75,2.14,5,3,,,,,,
Horizont,30,7.27,2.23,30,4.37,2.85,31,8.00,2.24,8,4,,,,,,
Horn,21,4.52,1.78,22,1.68,1.99,20,8.60,1.93,4,3,,,,,,
Horror,22,2.36,2.26,29,8.45,1.84,24,5.50,2.87,6,2,,,,,,
Hose,19,5.21,1.96,29,2.34,2.61,28,9.11,1.93,4,3,,,,,,
Hotel,26,6.46,1.70,24,4.08,2.64,20,9.55,0.83,5,3,,,,,,
Hügel,31,6.48,1.52,19,2.47,2.55,25,8.56,2.33,5,3,,,,,,
Huhn,30,5.23,1.52,27,1.89,2.19,28,9.32,2.07,4,3,,,,,,
Humor,26,8.08,2.33,23,5.83,2.59,15,5.13,2.80,5,4,,,,,,
Hund,25,6.28,3.08,23,4.96,2.84,26,9.12,2.37,4,3,,,,,,
Hunger,27,3.33,2.40,21,7.00,2.47,27,6.04,3.50,6,2,,,,,,
Hürde,20,3.55,1.43,21,4.05,2.46,20,6.15,3.27,5,2,,,,,,
Hure,26,1.96,1.82,16,7.69,2.63,20,7.70,2.72,4,2,,,,,,
Hut,31,5.81,1.66,19,0.84,1.12,27,9.07,2.00,3,3,,,,,,
Hüter,31,5.71,2.24,23,2.74,2.43,25,4.84,3.01,5,1,,,,,,
Hütte,27,6.41,2.42,20,1.75,1.77,28,8.43,2.32,5,3,,,,,,
Idee,35,7.31,2.63,19,5.84,2.63,21,4.48,3.19,4,4,,,,,,
Identifikation,31,5.26,1.88,30,3.63,2.50,25,4.48,3.38,14,1,,,,,,
Identität,19,6.89,2.21,33,5.24,3.36,29,4.34,3.42,9,4,,,,,,
Ideologie,21,4.00,2.51,22,4.14,2.90,20,3.30,3.18,9,1,,,,,,
Idiot,26,2.65,2.43,20,7.15,1.98,23,6.39,2.78,5,2,,,,,,
Illusion,28,4.86,1.96,28,5.21,2.47,22,5.09,3.39,8,1,,,,,,
Imbiss,29,6.17,2.12,41,2.34,2.00,17,9.29,1.21,6,3,,,,,,
Impfstoff,41,6.39,2.41,30,4.27,3.04,17,6.94,3.15,9,4,,,,,,
Impfung,30,4.53,2.50,27,5.11,2.50,20,9.25,1.21,7,3,,,,,,
Import,21,4.86,1.31,22,1.82,2.15,25,4.92,3.55,6,1,,,,,,
Impression,22,7.36,1.62,26,3.54,2.87,29,3.45,2.82,10,1,,,,,,
Improvisation,20,6.40,2.30,25,4.12,2.54,19,4.58,3.22,13,4,,,,,,
Impuls,23,6.83,1.44,26,5.38,2.90,23,4.91,2.66,6,4,,,,,,
Inbegriff,23,4.61,1.59,13,2.46,2.99,22,3.68,3.64,9,1,,,,,,
Index,17,5.59,1.84,21,0.95,1.07,20,4.20,3.52,5,1,,,,,,
Industrialisierung,28,5.32,1.56,20,3.45,2.86,25,6.16,2.73,18,1,,,,,,
Industrie,24,4.50,1.59,20,2.60,2.01,28,6.00,2.54,9,1,,,,,,
Infektion,22,2.00,2.25,25,6.36,2.71,19,5.47,2.34,9,2,,,,,,
Inflation,28,2.54,2.47,19,4.37,2.50,23,5.35,3.46,9,2,,,,,,
Informant,17,3.76,2.05,23,4.26,2.32,32,6.78,2.41,9,2,,,,,,
Informatik,23,4.52,2.29,27,1.70,2.09,11,5.18,3.31,10,1,,,,,,
Information,24,7.38,1.71,25,3.80,2.53,23,3.87,2.55,11,4,,,,,,
Ingenieur,29,6.21,2.29,14,1.00,1.96,23,7.48,2.69,9,3,,,,,,
Inhalt,17,5.47,2.18,29,3.86,2.68,12,5.00,3.36,6,1,,,,,,
Initiative,34,7.35,2.16,24,5.21,2.72,26,6.04,3.10,10,4,,,,,,
Innovation,36,6.58,2.25,23,5.57,2.64,30,4.63,3.26,10,4,,,,,,
Insekt,22,3.27,2.07,17,3.88,2.96,18,8.06,2.65,6,2,,,,,,
Insel,27,7.78,1.45,17,4.65,2.74,20,8.15,2.21,5,4,,,,,,
Insolvenz,23,1.09,1.70,18,5.83,3.03,35,5.49,3.47,9,2,,,,,,
Instabilität,27,2.96,2.85,31,4.97,2.94,14,4.14,2.66,12,2,,,,,,
Instanz,28,3.82,1.85,15,2.87,2.97,23,2.87,2.82,7,1,,,,,,
Institut,23,5.39,2.17,23,3.04,2.48,21,6.33,2.65,8,1,,,,,,
Institution,24,5.17,1.69,25,2.68,2.23,22,5.32,2.70,11,1,,,,,,
Instrument,21,7.19,1.50,21,4.14,3.41,24,8.17,1.76,10,3,,,,,,
Integration,27,6.26,2.54,29,4.38,2.94,29,4.14,2.75,11,1,,,,,,
Integrität,18,7.22,1.52,14,4.14,3.16,25,3.44,2.99,10,4,,,,,,
Intensität,21,6.33,2.22,19,5.58,2.69,31,4.32,2.73,10,4,,,,,,
Intensivstation,37,1.70,2.26,19,8.05,2.07,22,8.41,1.87,15,2,,,,,,
Intention,27,6.59,1.95,23,3.17,2.67,17,2.71,2.78,9,1,,,,,,
Interesse,29,7.90,1.95,21,6.10,2.10,32,4.97,2.81,9,4,,,,,,
Interpretation,27,5.22,2.01,20,3.50,3.41,19,3.84,2.69,14,1,,,,,,
Intervall,19,4.21,1.84,24,2.71,2.71,21,4.90,3.22,9,1,,,,,,
Intervention,30,4.90,1.58,21,5.19,2.84,25,3.68,3.02,12,1,,,,,,
Interview,35,5.06,2.38,26,4.15,2.31,31,7.71,2.36,9,3,,,,,,
Intuition,21,7.19,2.16,19,4.42,2.36,25,3.16,3.34,9,4,,,,,,
Invention,14,5.93,2.09,17,4.35,2.67,12,2.83,1.95,9,1,,,,,,
Investition,23,5.87,1.71,27,4.33,2.59,24,4.67,3.47,11,1,,,,,,
Investment,32,4.81,2.13,25,4.12,2.79,26,4.35,2.68,10,1,,,,,,
Ion,24,4.79,1.64,30,2.60,2.79,25,5.44,3.38,3,1,,,,,,
Ironie,37,5.84,2.14,25,5.60,2.60,18,5.33,4.13,6,4,,,,,,
Irrsinn,23,3.78,1.41,26,5.31,2.92,21,3.33,2.83,7,2,,,,,,
Irrtum,31,3.23,1.43,23,5.00,2.47,25,4.12,3.17,6,2,,,,,,
Isolation,24,2.33,2.55,13,6.62,3.28,19,4.95,2.61,9,2,,,,,,
Jacke,29,6.28,1.22,28,1.21,2.06,22,8.50,2.92,5,3,,,,,,
Jagd,22,2.82,2.24,24,4.67,3.07,19,8.21,1.72,4,2,,,,,,
Jahr,26,5.73,1.46,22,2.23,2.51,20,6.60,3.17,4,3,,,,,,
Jahreszeit,31,6.84,1.44,26,3.73,2.68,21,6.38,3.07,10,4,,,,,,
Jahrhundert,31,5.97,1.68,21,3.76,2.79,27,4.59,3.75,11,1,,,,,,
Job,17,6.88,2.64,17,5.00,2.98,23,6.74,2.73,3,4,,,,,,
Joghurt,28,6.21,2.45,12,1.50,2.11,29,9.41,1.38,7,3,,,,,,
Journalist,25,4.76,1.85,22,3.64,2.52,23,8.65,1.50,10,3,,,,,,
Jubel,29,7.79,1.76,19,6.21,3.03,29,6.72,2.53,5,4,,,,,,
Jugend,24,6.79,2.45,12,6.58,1.08,23,5.87,2.74,6,4,,,,,,
Junge,26,5.92,1.76,28,2.64,2.30,25,8.56,2.87,5,3,,,,,,
Jünger,31,4.52,2.67,27,3.00,2.80,15,6.53,2.92,6,1,,,,,,
Jungfrau,28,5.36,2.02,27,3.67,3.01,17,6.06,3.21,8,1,,,,,,
Justiz,29,4.07,2.43,26,5.62,2.91,21,4.19,2.46,6,2,,,,,,
Juwel,22,6.82,2.42,24,4.54,2.64,24,6.63,2.92,5,4,,,,,,
Kabarett,24,6.08,2.60,32,4.56,2.99,18,7.00,2.06,8,4,,,,,,
Kabel,32,4.88,1.74,27,2.26,3.05,25,8.88,1.36,5,3,,,,,,
Kabine,25,4.84,0.94,20,3.05,2.48,26,7.77,2.41,6,3,,,,,,
Käfer,18,5.78,2.88,21,2.29,2.65,22,7.91,2.83,5,3,,,,,,
Kaffee,24,7.42,1.79,23,4.04,3.27,22,9.14,2.17,6,3,,,,,,
Kahn,31,5.35,1.82,15,2.20,2.27,24,8.08,2.59,4,3,,,,,,
Kakao,33,7.52,2.66,24,2.96,2.96,24,9.33,0.96,5,3,,,,,,
Kamel,27,6.37,1.71,19,2.68,2.54,24,9.04,1.99,5,3,,,,,,
Kamerad,24,6.75,2.27,19,4.32,2.65,21,6.00,2.77,7,4,,,,,,
Kameradschaft,26,6.46,2.98,19,4.79,3.24,14,5.64,2.41,13,4,,,,,,
Kamm,18,5.67,1.75,26,0.92,1.38,15,9.33,2.06,4,3,,,,,,
Kammer,18,3.56,1.69,20,2.60,2.56,25,7.48,2.47,6,3,,,,,,
Kampagne,23,5.04,1.15,26,4.69,2.87,28,5.75,2.70,8,1,,,,,,
Kampf,21,3.38,2.71,18,7.56,2.31,26,7.54,2.35,5,2,,,,,,
Kämpfer,23,5.26,2.12,22,6.55,2.18,21,7.57,1.83,7,4,,,,,,
Kanal,24,5.08,1.89,13,2.38,2.33,30,8.47,1.59,5,3,,,,,,
Kandidat,32,5.47,1.92,24,2.96,2.42,21,7.05,2.58,8,3,,,,,,
Kanne,19,5.79,2.23,31,1.42,2.32,19,8.79,2.44,5,3,,,,,,
Kanone,25,3.84,2.81,19,4.74,2.05,24,9.83,0.48,6,3,,,,,,
Kanu,30,5.87,2.10,29,2.38,2.37,27,9.07,1.44,4,3,,,,,,
Kanzler,26,4.38,1.58,24,2.67,2.48,19,6.95,2.34,7,3,,,,,,
Kapazität,31,6.16,1.92,18,3.39,2.35,22,5.23,3.26,9,1,,,,,,
Kapitalismus,25,2.96,2.23,20,3.40,2.28,20,5.85,2.76,12,2,,,,,,
Kapitel,22,6.82,2.06,26,2.08,2.35,17,6.82,2.30,7,3,,,,,,
Kapsel,27,4.52,2.19,23,2.13,2.36,25,7.64,2.66,6,3,,,,,,
Karneval,30,5.33,2.99,27,4.74,3.51,27,8.37,2.17,8,3,,,,,,
Karte,22,5.64,1.47,17,2.35,2.34,18,8.17,1.76,5,3,,,,,,
Kartell,35,3.17,1.72,13,4.08,3.07,27,2.89,3.00,7,1,,,,,,
Kartoffel,27,6.30,2.48,29,1.10,1.99,19,8.68,3.13,9,3,,,,,,
Karton,24,4.46,1.53,20,1.40,1.90,31,8.32,2.65,6,3,,,,,,
Karussell,26,6.69,2.38,20,4.20,3.16,31,8.26,2.79,9,3,,,,,,
Käse,24,6.42,2.57,25,2.32,2.58,24,9.04,1.97,4,3,,,,,,
Kasse,32,4.53,2.11,18,2.50,2.53,25,8.36,2.10,5,3,,,,,,
Kassette,16,5.75,2.57,28,2.11,2.18,24,9.21,1.18,8,3,,,,,,
Kasten,29,4.90,1.63,22,1.05,1.29,21,7.33,3.25,6,3,,,,,,
Katalog,24,5.46,2.34,25,1.84,2.67,24,7.63,2.06,7,3,,,,,,
Katastrophe,21,1.48,2.29,21,8.57,1.43,26,6.85,2.75,11,2,,,,,,
Kategorie,25,5.28,1.49,24,1.33,1.63,26,3.58,3.16,9,1,,,,,,
Kathedrale,29,6.38,2.35,18,2.50,2.64,16,9.38,1.20,10,3,,,,,,
Katze,24,6.08,2.76,20,3.55,2.95,22,9.91,0.29,5,3,,,,,,
Kauf,23,5.61,1.75,26,3.69,2.75,26,6.50,2.57,4,1,,,,,,
Käufer,20,4.45,1.47,31,3.26,2.53,26,7.15,2.46,6,3,,,,,,
Kausalität,31,5.52,2.19,18,2.44,2.48,20,4.25,3.14,10,1,,,,,,
Kehrseite,26,4.08,1.92,29,2.90,2.51,13,5.00,2.86,9,1,,,,,,
Keks,19,7.05,2.12,15,2.67,2.50,26,8.62,2.83,4,3,,,,,,
Keller,19,3.74,1.66,27,2.96,2.36,27,8.93,2.00,6,3,,,,,,
Kellnerin,29,5.69,1.63,27,2.85,3.12,23,8.17,2.90,9,3,,,,,,
Kenner,39,6.77,2.23,23,3.52,2.35,8,3.63,1.41,6,1,,,,,,
Kenntnis,25,7.00,1.87,22,3.05,2.59,25,4.68,3.17,8,1,,,,,,
Keramik,25,5.84,1.55,24,1.17,1.58,13,7.08,2.47,7,3,,,,,,
Kerl,21,4.00,2.45,16,3.19,2.14,17,8.29,1.57,4,3,,,,,,
Kern,25,5.48,1.64,18,1.94,2.31,26,7.08,3.19,4,3,,,,,,
Kerze,28,6.86,2.14,12,3.17,2.72,21,9.43,1.66,5,3,,,,,,
Kette,20,5.55,2.16,21,2.90,2.45,16,7.44,3.44,5,3,,,,,,
Kies,29,4.97,1.38,26,2.35,2.97,24,9.04,2.31,4,3,,,,,,
Kilometer,34,5.65,1.69,23,2.43,2.33,32,7.06,3.06,9,3,,,,,,
Kind,31,7.52,2.31,36,5.42,3.24,26,9.08,1.52,4,4,,,,,,
Kinn,22,4.91,1.54,14,1.00,1.57,20,9.05,2.37,4,3,,,,,,
Kino,24,7.54,1.44,26,4.31,3.13,28,8.68,2.18,4,3,,,,,,
Kiosk,29,5.10,1.78,16,1.25,1.65,19,7.95,2.84,5,3,,,,,,
Kirche,26,5.27,3.34,25,3.36,3.12,18,8.89,1.71,6,3,,,,,,
Kirchgänger,15,5.87,2.45,22,2.32,2.51,23,7.22,2.75,11,3,,,,,,
Kirschbaum,24,8.25,1.45,28,3.50,2.76,23,9.09,2.17,10,3,,,,,,
Kirsche,17,7.29,1.79,22,2.18,2.11,25,9.12,2.62,7,3,,,,,,
Kissen,30,7.93,2.05,16,2.69,2.73,23,9.26,1.68,6,3,,,,,,
Kiste,17,5.29,0.92,24,1.29,1.60,26,8.42,2.42,5,3,,,,,,
Kittel,20,4.50,2.28,17,2.76,2.39,24,9.04,1.99,6,3,,,,,,
Kläger,29,2.48,1.62,29,4.59,2.57,18,6.89,2.78,6,2,,,,,,
Klammer,23,4.78,1.81,23,1.17,1.75,21,8.29,1.79,7,3,,,,,,
Klamotte,27,4.48,2.28,19,3.68,2.89,16,7.06,2.79,8,3,,,,,,
Klarheit,31,7.61,2.38,17,5.53,3.14,18,4.00,3.11,8,4,,,,,,
Klärung,27,4.63,2.91,20,4.15,2.87,23,3.48,2.84,7,1,,,,,,
Klasse,17,5.71,1.53,18,4.06,3.08,17,6.18,2.51,6,1,,,,,,
Klausur,32,3.13,2.15,23,6.26,2.61,27,8.26,2.03,7,2,,,,,,
Klavier,23,6.78,2.41,23,3.61,2.90,19,9.95,0.23,7,3,,,,,,
Kleber,27,5.07,1.86,24,2.08,2.19,24,8.33,2.51,6,3,,,,,,
Klee,21,7.10,1.95,20,3.35,2.50,12,9.50,0.67,4,3,,,,,,
Kleid,29,6.83,1.75,23,3.57,2.92,23,8.17,3.10,5,3,,,,,,
Kleiderhaken,20,5.15,2.08,22,1.09,1.63,19,9.47,0.77,12,3,,,,,,
Kleiderschrank,22,5.91,1.74,29,1.21,2.27,22,9.45,1.92,14,3,,,,,,
Kleidung,21,7.00,2.05,20,3.30,2.30,17,7.18,3.41,8,3,,,,,,
Kleinbürger,29,3.72,2.25,25,2.40,2.75,25,4.72,2.79,11,1,,,,,,
Kleinigkeit,25,5.16,2.36,20,2.65,2.72,29,5.14,2.77,11,1,,,,,,
Kleinkind,21,6.19,2.91,27,3.41,2.83,29,8.45,1.78,9,3,,,,,,
Klempner,36,4.72,1.99,24,1.88,2.17,20,9.10,2.02,8,3,,,,,,
Klette,25,3.00,1.71,11,4.09,3.59,22,7.14,2.51,6,2,,,,,,
Klima,33,5.27,1.96,19,4.05,2.39,24,5.17,3.00,5,1,,,,,,
Klinge,27,3.04,1.56,17,5.76,2.93,31,8.10,2.39,6,2,,,,,,
Klingel,28,5.57,2.03,17,4.18,2.96,19,8.74,1.91,7,3,,,,,,
Klinik,23,3.57,2.54,27,5.33,2.76,25,8.20,2.16,6,2,,,,,,
Klinke,33,5.06,1.48,27,1.11,2.24,23,9.30,1.18,6,3,,,,,,
Klippe,31,4.13,2.43,19,6.32,2.63,25,8.00,2.80,6,2,,,,,,
Kloster,24,5.08,2.17,21,2.67,2.18,18,9.28,1.02,7,3,,,,,,
Kluft,26,3.15,1.99,17,5.06,3.09,21,7.00,2.28,5,2,,,,,,
Knabe,23,4.96,2.20,21,1.57,1.80,28,8.46,1.93,5,3,,,,,,
Knast,29,1.97,1.99,19,4.47,2.95,31,9.03,1.38,5,2,,,,,,
Knie,25,4.96,2.09,23,1.87,1.77,17,8.94,2.49,4,3,,,,,,
Knoblauch,23,4.87,1.98,15,2.67,2.69,22,8.95,2.68,9,3,,,,,,
Knochen,27,4.78,1.93,26,2.73,2.22,22,9.32,1.46,7,3,,,,,,
Knödel,16,5.50,2.50,18,2.06,2.82,29,8.24,3.23,6,3,,,,,,
Knopf,25,5.32,1.44,19,1.53,1.71,33,9.09,1.86,5,3,,,,,,
Knospe,30,6.97,2.41,26,4.27,2.69,24,8.83,1.43,6,3,,,,,,
Koch,29,6.90,1.99,24,2.42,2.15,17,9.47,0.87,4,3,,,,,,
Kochtopf,32,6.09,2.10,18,1.17,1.54,17,9.35,2.42,8,3,,,,,,
Koffer,18,6.44,2.15,17,2.94,2.77,25,9.52,1.05,6,3,,,,,,
Kohl,23,4.48,2.13,24,1.25,1.45,17,8.00,2.40,4,3,,,,,,
Kollege,17,6.94,2.01,23,4.04,2.82,18,7.61,1.94,7,4,,,,,,
Koma,27,1.11,1.67,34,5.09,3.21,25,6.76,2.47,4,2,,,,,,
Kombination,23,5.78,1.31,29,3.00,2.24,28,3.54,2.71,11,1,,,,,,
